data-0|1|04/17/23|02:17:20|
data-7|1|04/17/23|02:17:20|
data-70|0|04/17/23|02:17:58|
data-7|1|04/17/23|02:18:25|
data-7|3|04/17/23|02:18:30|
data-7|3|04/17/23|02:18:30|
data-70|1|04/17/23|02:18:42|
data-70|1|04/17/23|02:18:42|
data-7|1|04/17/23|02:18:45|
data-7|2|04/17/23|02:18:48|
data-7|2|04/17/23|02:18:48|
data-70|0|04/17/23|02:19:14|
data-7|1|04/17/23|02:20:54|
data-7|1|04/17/23|02:20:54|
data-70|0|04/17/23|02:21:09|
data-70|0|04/17/23|02:21:09|
data-7|1|04/17/23|02:22:16|
data-7|1|04/17/23|02:22:16|
data-7|1|04/17/23|02:22:16|
data-7|1|04/17/23|02:22:29|
data-7|1|04/17/23|02:22:29|
data-70|0|04/17/23|02:22:40|
data-70|0|04/17/23|02:22:40|
data-7|1|04/17/23|02:25:18|
data-7|1|04/17/23|02:25:18|
data-70|0|04/17/23|02:25:43|
data-70|0|04/17/23|02:25:43|
data-7|1|04/17/23|02:27:01|
data-7|1|04/17/23|02:27:01|
data-70|0|04/17/23|02:27:12|
data-70|0|04/17/23|02:27:12|
data-7|1|04/17/23|02:27:22|
data-7|1|04/17/23|02:27:22|
data-70|0|04/17/23|02:27:32|
data-70|0|04/17/23|02:27:32|
data-7|1|04/17/23|02:27:50|
data-7|1|04/17/23|02:27:50|
data-70|0|04/17/23|02:28:00|
data-70|0|04/17/23|02:28:00|
data-7|1|04/17/23|02:31:06|
data-7|1|04/17/23|02:31:06|
data-7|2|04/17/23|02:31:16|
data-7|2|04/17/23|02:31:16|
data-7|2|04/17/23|02:31:16|
data-70|0|04/17/23|02:31:26|
data-70|0|04/17/23|02:31:26|
data-7|1|04/17/23|02:32:53|
data-7|1|04/17/23|02:32:53|
data-70|0|04/17/23|02:33:02|
data-70|0|04/17/23|02:33:02|
data-7|1|04/17/23|02:33:26|
data-7|1|04/17/23|02:33:26|
data-7|1|04/17/23|02:33:26|
data-7|1|04/17/23|02:33:36|
data-7|1|04/17/23|02:33:36|
data-70|0|04/17/23|02:33:52|
data-70|0|04/17/23|02:33:52|
data-7|1|04/17/23|02:34:01|
data-7|1|04/17/23|02:34:01|
data-70|0|04/17/23|02:34:11|
data-70|0|04/17/23|02:34:11|
data-7|1|04/17/23|02:34:17|
data-7|1|04/17/23|02:34:17|
data-70|0|04/17/23|02:34:29|
data-70|0|04/17/23|02:34:29|
data-7|1|04/17/23|02:34:47|
data-7|1|04/17/23|02:34:47|
data-70|0|04/17/23|02:34:59|
data-70|0|04/17/23|02:34:59|
data-7|1|04/17/23|02:38:08|
data-7|1|04/17/23|02:38:08|
data-70|0|04/17/23|02:38:18|
data-70|0|04/17/23|02:38:18|
data-70|0|04/17/23|02:38:18|
data-7|2|04/17/23|02:41:00|
data-7|2|04/17/23|02:41:00|
data-7|2|04/17/23|02:41:00|
data-70|0|04/17/23|02:41:12|
data-70|0|04/17/23|02:41:12|
data-7|1|04/17/23|02:41:37|
data-7|1|04/17/23|02:41:37|
data-70|0|04/17/23|02:42:01|
data-70|0|04/17/23|02:42:01|
data-7|1|04/17/23|02:43:48|
data-7|1|04/17/23|02:43:48|
data-70|0|04/17/23|02:43:57|
data-70|0|04/17/23|02:43:57|
data-70|0|04/17/23|02:43:57|
data-7|2|04/17/23|02:43:59|
data-7|2|04/17/23|02:43:59|
data-70|3|04/17/23|02:44:10|
